age_policyholder,nclaims,exposure,amount,power,bm,zip
28,0,1.0,0.0,40,1,1
37,0,0.7534246575342466,0.0,51,13,1
48,0,1.0,0.0,43,1,3
31,0,1.0,0.0,55,1,2
63,0,1.0,0.0,40,4,2
44,0,0.2602739726027397,0.0,57,2,1
51,0,1.0,0.0,47,9,1
42,0,1.0,0.0,44,1,1
42,0,1.0,0.0,88,2,1
28,1,0.5342465753424658,109473.0,58,2,1
30,0,1.0,0.0,96,12,1
62,0,1.0,0.0,59,1,2
77,0,1.0,0.0,58,1,2
42,1,1.0,63608.0,55,3,1
32,1,1.0,47551.0,43,11,1
49,0,0.5178082191780822,0.0,65,8,1
51,0,1.0,0.0,40,1,2
40,1,1.0,5850.0,66,1,3
77,0,1.0,0.0,44,10,3
67,0,0.8328767123287671,0.0,55,1,2
31,0,1.0,0.0,52,1,3
73,0,1.0,0.0,55,5,3
64,0,1.0,0.0,64,11,1
47,0,0.1506849315068493,0.0,55,6,3
58,0,1.0,0.0,66,10,1
51,0,0.30684931506849317,0.0,76,11,2
24,0,1.0,0.0,47,2,2
55,1,1.0,99861.0,78,11,3
50,0,1.0,0.0,105,3,1
33,0,1.0,0.0,54,1,1
56,0,1.0,0.0,66,2,1
43,0,1.0,0.0,55,1,3
34,0,1.0,0.0,85,3,2
71,0,1.0,0.0,40,9,2
28,0,1.0,0.0,55,6,1
32,0,1.0,0.0,47,2,3
68,0,0.6410958904109589,0.0,40,1,3
60,0,1.0,0.0,55,1,1
62,0,1.0,0.0,44,4,3
59,0,1.0,0.0,33,3,1
72,0,1.0,0.0,40,1,3
34,0,1.0,0.0,42,11,1
54,0,0.9917808219178083,0.0,44,1,1
70,0,1.0,0.0,40,1,3
35,0,1.0,0.0,53,8,3
45,0,1.0,0.0,55,5,2
36,0,1.0,0.0,61,8,3
72,0,0.08493150684931507,0.0,32,1,1
62,0,1.0,0.0,55,2,2
81,0,1.0,0.0,33,1,1
36,0,1.0,0.0,66,6,2
22,0,1.0,0.0,65,1,2
66,1,1.0,14489.0,40,2,1
27,0,1.0,0.0,40,12,1
61,0,1.0,0.0,32,4,2
30,2,0.3972602739726027,75797.0,40,12,1
31,0,1.0,0.0,40,1,2
37,0,1.0,0.0,47,6,3
52,0,0.4410958904109589,0.0,66,10,1
65,0,1.0,0.0,44,10,1
65,0,1.0,0.0,63,2,2
64,0,1.0,0.0,77,1,3
65,1,1.0,121902.0,55,1,1
50,0,1.0,0.0,51,5,3
69,0,1.0,0.0,85,3,3
25,1,1.0,7502.0,44,6,2
37,0,1.0,0.0,77,2,1
31,0,1.0,0.0,66,1,3
55,0,1.0,0.0,35,2,3
63,0,0.9315068493150684,0.0,19,1,3
36,0,1.0,0.0,105,5,1
39,0,0.6657534246575343,0.0,55,12,1
31,0,1.0,0.0,58,1,1
58,0,1.0,0.0,40,1,2
70,0,1.0,0.0,66,2,1
65,0,1.0,0.0,52,1,2
46,0,1.0,0.0,52,1,1
38,0,1.0,0.0,66,12,2
37,1,0.7534246575342466,275000.0,40,5,3
60,0,1.0,0.0,59,1,2
55,0,1.0,0.0,48,1,2
86,0,1.0,0.0,66,8,1
66,0,1.0,0.0,25,1,1
22,0,0.9397260273972603,0.0,66,2,1
73,1,1.0,2607.0,50,1,2
37,0,0.07123287671232877,0.0,47,12,1
65,0,0.9534246575342465,0.0,94,10,1
50,0,1.0,0.0,39,1,2
35,0,1.0,0.0,37,1,1
27,0,0.18082191780821918,0.0,44,3,2
54,0,1.0,0.0,80,7,3
31,0,1.0,0.0,33,11,1
53,1,1.0,6268.0,42,1,1
52,0,1.0,0.0,69,3,3
27,0,0.4136986301369863,0.0,55,12,2
55,0,0.5260273972602739,0.0,68,1,3
27,0,1.0,0.0,50,1,1
24,1,1.0,62166.0,70,6,1
38,0,1.0,0.0,66,11,2
68,0,0.5068493150684932,0.0,24,6,1
69,2,1.0,117687.0,54,2,2
42,0,1.0,0.0,33,1,3
68,0,0.9643835616438357,0.0,44,2,1
27,0,1.0,0.0,66,1,1
44,0,1.0,0.0,70,1,1
50,0,1.0,0.0,43,1,1
28,0,1.0,0.0,47,1,3
34,0,0.2465753424657534,0.0,43,11,1
34,0,1.0,0.0,37,2,3
54,0,1.0,0.0,44,12,3
23,0,0.8794520547945206,0.0,99,12,2
41,0,0.673972602739726,0.0,47,2,3
66,0,1.0,0.0,33,1,3
58,0,1.0,0.0,47,1,1
29,0,1.0,0.0,32,5,2
39,1,0.6575342465753424,4387.0,60,1,3
22,0,0.08493150684931507,0.0,65,12,2
57,0,1.0,0.0,55,1,2
27,1,1.0,30067.0,50,1,1
54,0,1.0,0.0,40,1,2
30,0,1.0,0.0,61,1,1
45,1,1.0,57540.0,48,1,2
58,0,1.0,0.0,40,1,1
46,0,1.0,0.0,83,1,2
22,0,1.0,0.0,40,9,1
72,0,0.2,0.0,65,7,1
27,1,1.0,63072.0,66,6,2
83,0,1.0,0.0,44,2,3
73,0,1.0,0.0,48,1,1
25,0,1.0,0.0,45,1,1
19,0,1.0,0.0,47,6,3
42,0,0.7479452054794521,0.0,66,1,1
61,1,1.0,2214.0,44,12,1
49,0,0.5808219178082191,0.0,33,6,2
56,0,1.0,0.0,49,3,3
34,0,1.0,0.0,90,7,2
62,0,0.7479452054794521,0.0,64,3,1
31,0,1.0,0.0,73,1,1
24,0,1.0,0.0,65,1,3
36,0,0.16164383561643836,0.0,62,7,1
26,0,0.3150684931506849,0.0,64,1,3
44,0,1.0,0.0,95,2,3
48,0,0.4465753424657534,0.0,66,4,2
60,0,1.0,0.0,57,17,1
28,0,0.8328767123287671,0.0,79,1,3
45,0,1.0,0.0,76,1,1
31,0,1.0,0.0,55,1,2
34,0,1.0,0.0,43,3,2
59,0,1.0,0.0,55,1,2
61,0,1.0,0.0,49,2,1
56,0,0.8328767123287671,0.0,85,3,3
27,0,1.0,0.0,65,2,2
27,0,0.3287671232876712,0.0,74,12,1
38,0,1.0,0.0,73,11,2
71,1,0.8904109589041096,57810.0,48,2,3
25,0,1.0,0.0,21,7,3
37,0,1.0,0.0,48,1,1
29,0,0.2493150684931507,0.0,66,2,2
57,0,1.0,0.0,62,6,2
56,0,1.0,0.0,39,2,1
58,0,1.0,0.0,40,1,3
32,0,1.0,0.0,40,1,3
46,0,0.4136986301369863,0.0,72,6,1
46,1,1.0,2426.0,50,1,1
56,0,0.3287671232876712,0.0,66,7,2
59,0,1.0,0.0,65,11,3
67,0,1.0,0.0,33,12,3
32,0,1.0,0.0,55,5,2
74,0,1.0,0.0,53,2,3
51,0,1.0,0.0,37,6,2
51,1,1.0,6074.0,43,17,1
54,0,1.0,0.0,50,1,1
55,0,1.0,0.0,29,2,2
26,0,1.0,0.0,44,10,1
67,0,1.0,0.0,85,3,1
42,0,1.0,0.0,33,1,1
62,0,0.03287671232876712,0.0,57,8,2
26,0,1.0,0.0,44,4,2
64,0,0.4767123287671233,0.0,64,8,2
28,1,1.0,3691.0,50,1,2
55,0,1.0,0.0,44,1,1
33,0,1.0,0.0,67,1,3
32,0,1.0,0.0,55,5,2
55,0,0.8438356164383561,0.0,42,2,1
57,0,1.0,0.0,40,7,1
32,0,1.0,0.0,33,3,2
25,0,0.6767123287671233,0.0,29,2,1
70,0,1.0,0.0,53,1,1
62,0,1.0,0.0,51,6,1
60,0,1.0,0.0,67,2,2
64,0,1.0,0.0,42,1,1
29,0,0.4849315068493151,0.0,85,4,2
71,0,0.3452054794520548,0.0,66,10,2
84,0,1.0,0.0,43,1,3
33,0,1.0,0.0,85,1,3
59,0,1.0,0.0,44,1,2
52,0,0.6712328767123288,0.0,51,19,3
25,1,1.0,31109.0,43,10,1
45,0,0.5643835616438356,0.0,40,1,2
27,0,0.25753424657534246,0.0,40,12,1
71,0,1.0,0.0,44,10,1
37,0,0.7945205479452054,0.0,40,2,1
37,0,0.4986301369863014,0.0,47,6,1
39,0,0.8958904109589041,0.0,55,2,1
33,1,1.0,2607.0,51,3,1
41,1,1.0,2607.0,66,3,2
51,0,1.0,0.0,42,1,2
35,0,0.8383561643835616,0.0,55,1,1
41,0,0.3506849315068493,0.0,35,7,1
64,0,1.0,0.0,65,7,3
31,0,1.0,0.0,55,11,2
29,1,0.536986301369863,2130.0,53,10,1
58,0,1.0,0.0,33,6,3
22,0,1.0,0.0,77,4,1
35,0,1.0,0.0,44,10,1
43,0,0.4986301369863014,0.0,33,6,1
37,1,0.5123287671232877,3319.0,40,1,2
41,0,1.0,0.0,85,1,2
55,0,0.33972602739726027,0.0,40,1,2
75,0,1.0,0.0,43,9,0
46,1,1.0,5058.0,51,10,1
61,0,1.0,0.0,43,11,2
37,0,1.0,0.0,33,1,1
76,0,1.0,0.0,68,1,1
42,0,1.0,0.0,40,2,1
30,0,1.0,0.0,65,3,2
38,0,0.16986301369863013,0.0,96,11,2
67,0,1.0,0.0,44,2,3
46,0,0.9232876712328767,0.0,50,2,2
77,0,1.0,0.0,66,9,1
50,0,1.0,0.0,40,1,2
62,0,1.0,0.0,40,1,1
29,0,0.13972602739726028,0.0,55,7,1
53,0,1.0,0.0,51,1,3
39,0,1.0,0.0,47,2,3
39,0,0.5972602739726027,0.0,55,8,3
38,0,1.0,0.0,75,1,1
43,0,0.38904109589041097,0.0,83,7,2
43,0,0.7095890410958904,0.0,74,5,2
33,0,1.0,0.0,40,1,1
37,0,0.5589041095890411,0.0,81,1,1
50,0,1.0,0.0,66,1,3
80,0,1.0,0.0,40,3,3
54,0,0.7232876712328767,0.0,32,9,0
61,0,1.0,0.0,55,1,2
31,0,1.0,0.0,40,7,1
27,0,1.0,0.0,53,6,2
78,1,1.0,6066.0,39,10,1
68,0,0.8383561643835616,0.0,55,5,2
70,0,1.0,0.0,53,2,1
45,0,1.0,0.0,44,1,1
66,0,1.0,0.0,66,6,1
58,0,1.0,0.0,37,11,3
25,0,1.0,0.0,98,12,2
41,0,1.0,0.0,44,2,3
36,0,0.14794520547945206,0.0,74,1,3
51,0,1.0,0.0,55,4,1
51,0,1.0,0.0,60,1,1
70,0,1.0,0.0,69,1,2
58,0,1.0,0.0,66,2,2
22,1,1.0,186567.0,55,1,3
36,0,1.0,0.0,65,1,1
29,0,1.0,0.0,60,1,3
63,0,1.0,0.0,44,1,1
21,0,1.0,0.0,39,1,2
76,0,1.0,0.0,75,3,1
42,0,1.0,0.0,60,2,3
52,0,1.0,0.0,55,1,3
39,1,0.26575342465753427,10399.0,40,12,1
54,0,0.4191780821917808,0.0,110,1,3
34,0,1.0,0.0,40,3,2
30,0,0.25753424657534246,0.0,67,1,1
52,0,1.0,0.0,77,1,2
46,0,1.0,0.0,77,3,3
40,0,0.14246575342465753,0.0,43,2,1
56,0,1.0,0.0,47,1,2
33,1,0.7643835616438356,57750.0,90,6,3
32,1,1.0,123369.0,55,1,2
63,0,1.0,0.0,99,10,1
72,0,1.0,0.0,40,2,1
27,0,0.40821917808219177,0.0,75,12,1
73,0,1.0,0.0,41,6,3
74,0,1.0,0.0,44,4,1
72,0,1.0,0.0,39,3,1
52,0,0.6493150684931507,0.0,33,1,1
25,0,1.0,0.0,66,1,2
53,0,1.0,0.0,55,5,1
32,0,1.0,0.0,66,1,2
58,0,1.0,0.0,80,1,3
56,0,1.0,0.0,51,18,3
55,0,0.3150684931506849,0.0,46,2,2
39,1,1.0,5760.0,25,3,1
43,0,0.9753424657534246,0.0,47,9,2
37,0,1.0,0.0,50,1,1
83,0,1.0,0.0,49,2,1
36,0,1.0,0.0,50,6,3
52,0,1.0,0.0,44,1,3
70,0,1.0,0.0,90,1,3
59,0,1.0,0.0,43,1,2
64,0,1.0,0.0,33,1,0
27,0,0.4136986301369863,0.0,30,11,1
22,0,0.16164383561643836,0.0,33,6,3
68,0,1.0,0.0,51,12,1
71,1,1.0,6922.0,40,1,2
31,0,1.0,0.0,40,1,3
69,0,1.0,0.0,65,11,3
27,0,0.7150684931506849,0.0,48,3,2
43,0,1.0,0.0,51,9,3
64,0,1.0,0.0,55,12,1
59,0,1.0,0.0,47,1,3
62,0,0.8986301369863013,0.0,55,6,3
46,0,1.0,0.0,40,2,1
27,0,1.0,0.0,39,1,2
38,0,1.0,0.0,55,6,2
30,0,1.0,0.0,48,1,2
65,0,1.0,0.0,49,2,1
28,0,0.5534246575342465,0.0,47,1,1
29,0,1.0,0.0,54,2,2
44,0,1.0,0.0,48,1,1
42,0,1.0,0.0,51,2,3
32,0,1.0,0.0,40,2,3
31,0,1.0,0.0,50,1,3
45,0,1.0,0.0,84,6,3
43,0,1.0,0.0,42,12,1
22,0,1.0,0.0,66,2,3
38,0,1.0,0.0,40,4,2
36,0,1.0,0.0,135,2,2
29,0,1.0,0.0,96,5,2
52,0,1.0,0.0,75,1,2
42,0,0.5863013698630137,0.0,87,2,2
54,0,1.0,0.0,66,1,2
35,0,0.4904109589041096,0.0,40,4,1
49,0,1.0,0.0,40,1,2
34,0,0.8438356164383561,0.0,40,1,1
63,0,0.5068493150684932,0.0,44,1,3
42,1,1.0,2856.0,47,12,3
40,0,1.0,0.0,48,4,1
28,0,1.0,0.0,62,3,2
27,0,0.7479452054794521,0.0,65,2,3
34,0,0.6602739726027397,0.0,60,3,1
42,1,0.3150684931506849,120038.0,108,11,1
38,0,1.0,0.0,55,4,1
35,0,0.14794520547945206,0.0,43,2,2
46,0,1.0,0.0,57,2,2
58,0,0.336986301369863,0.0,57,1,3
24,0,0.4958904109589041,0.0,66,1,1
66,0,1.0,0.0,55,7,3
54,0,1.0,0.0,55,1,2
52,0,1.0,0.0,51,5,2
48,0,0.7917808219178082,0.0,40,6,3
60,0,1.0,0.0,98,1,2
23,0,1.0,0.0,65,12,1
50,0,0.7589041095890411,0.0,60,1,2
26,0,1.0,0.0,83,1,1
75,0,1.0,0.0,65,6,1
59,0,1.0,0.0,40,5,3
45,1,1.0,2904.0,44,1,1
43,0,1.0,0.0,55,1,1
71,1,1.0,28160.0,85,1,1
41,0,1.0,0.0,40,1,2
39,0,1.0,0.0,62,1,2
63,0,1.0,0.0,37,12,3
29,0,0.27671232876712326,0.0,33,2,1
45,0,1.0,0.0,33,1,3
71,0,1.0,0.0,44,9,2
34,0,1.0,0.0,55,2,1
46,0,1.0,0.0,66,1,3
50,0,1.0,0.0,44,2,1
50,0,1.0,0.0,66,2,3
21,1,1.0,59215.0,37,2,2
74,0,1.0,0.0,48,2,2
73,0,1.0,0.0,36,2,2
36,1,1.0,63880.0,53,3,2
57,0,0.9041095890410958,0.0,33,1,3
35,0,1.0,0.0,77,1,1
49,0,0.473972602739726,0.0,69,6,1
57,0,1.0,0.0,48,3,1
49,1,1.0,2824.0,110,1,3
72,0,1.0,0.0,85,11,1
49,0,1.0,0.0,48,1,3
58,0,1.0,0.0,64,9,1
76,0,1.0,0.0,54,1,2
51,0,1.0,0.0,55,9,1
25,0,0.08493150684931507,0.0,55,1,1
50,1,0.7479452054794521,26363.0,63,1,3
43,0,1.0,0.0,55,2,3
74,1,1.0,56481.0,40,1,1
70,0,1.0,0.0,53,1,1
41,0,1.0,0.0,44,1,1
53,1,0.915068493150685,155000.0,74,1,3
64,0,1.0,0.0,48,1,2
35,0,0.7068493150684931,0.0,58,5,2
69,0,1.0,0.0,47,8,1
37,0,0.7589041095890411,0.0,55,12,3
49,0,1.0,0.0,39,1,1
43,0,1.0,0.0,43,6,3
38,0,0.4904109589041096,0.0,97,2,1
45,0,1.0,0.0,37,3,1
50,0,1.0,0.0,44,5,3
65,0,1.0,0.0,90,9,1
33,0,1.0,0.0,65,2,2
49,0,1.0,0.0,54,1,3
74,0,1.0,0.0,86,12,1
35,0,1.0,0.0,77,2,2
