Exposure,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Area,Density,Region,claim_occurred,claim_amount,premium_paid
1.0,6.2342342342342345,6.0,64,50.0,B12,Regular,B,393.0,Centre,True,6314.0,0.0
1.0,5.945945945945946,6.0,70,82.72727272727272,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,34,58.18181818181818,B12,Regular,D,393.0,Centre,True,6302.0,0.0
1.0,7.027027027027027,6.0,47,66.36363636363636,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.9863013698630136,5.873873873873874,6.0,33,50.0,B12,Regular,B,393.0,Centre,True,27692.0,0.0
1.0,7.81981981981982,6.0,48,58.18181818181818,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.4027397260273972,7.531531531531531,6.0,72,107.27272727272728,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,4.864864864864865,6.0,59,123.63636363636364,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.45045045045045,6.0,86,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.81981981981982,6.0,26,58.18181818181818,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,7.81981981981982,6.0,44,115.45454545454545,B12,Regular,B,393.0,Centre,True,2839.0,0.0
1.0,6.09009009009009,6.0,47,115.45454545454545,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.81981981981982,6.0,50,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.45045045045045,6.0,75,58.18181818181818,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.6876712328767123,6.45045045045045,6.0,47,164.54545454545456,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.6904109589041096,7.027027027027027,6.0,55,140.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.2712328767123287,5.945945945945946,6.0,46,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,6.45045045045045,6.0,63,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.666666666666666,6.0,53,99.0909090909091,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.963963963963964,6.0,69,58.18181818181818,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,9.18918918918919,6.0,80,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,54,107.27272727272728,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.387387387387387,6.0,56,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,9.693693693693692,6.0,23,140.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,9.54954954954955,6.0,71,90.9090909090909,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.8273972602739726,5.36936936936937,6.0,43,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,7.81981981981982,6.0,36,58.18181818181818,B12,Regular,D,393.0,Centre,True,198873.0,0.0
1.0,6.954954954954955,6.0,53,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,31,99.0909090909091,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.7726027397260274,5.945945945945946,6.0,48,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.954954954954955,6.0,38,107.27272727272728,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.5452054794520548,7.027027027027027,6.0,67,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.3671232876712328,8.108108108108109,6.0,37,66.36363636363636,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,5.72972972972973,6.0,39,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,65,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.2438356164383561,8.972972972972972,6.0,21,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,10.63063063063063,6.0,44,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,69,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,6.8108108108108105,6.0,64,115.45454545454545,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.7808219178082192,7.603603603603604,6.0,46,58.18181818181818,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,8.396396396396398,6.0,21,99.0909090909091,B12,Regular,B,393.0,Centre,True,6958.0,0.0
1.0,6.882882882882883,6.0,37,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,8.396396396396398,6.0,64,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,6.306306306306306,6.0,51,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,56,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,6.954954954954955,6.0,30,82.72727272727272,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.153153153153153,6.0,76,90.9090909090909,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,6.2342342342342345,6.0,37,99.0909090909091,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.6657534246575343,6.2342342342342345,6.0,29,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.2191780821917808,7.387387387387387,6.0,72,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,57,74.54545454545455,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,9.045045045045045,6.0,64,50.0,B12,Regular,D,393.0,Centre,True,2645.0,0.0
1.0,7.171171171171171,6.0,47,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,6.45045045045045,6.0,36,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.0438356164383561,7.81981981981982,6.0,24,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,33,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.2520547945205479,6.162162162162162,6.0,50,58.18181818181818,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,8.396396396396398,6.0,66,123.63636363636364,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,21,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,6.09009009009009,6.0,36,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,48,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,43,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.3671232876712328,8.756756756756758,6.0,25,107.27272727272728,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,8.468468468468469,6.0,53,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,10.27027027027027,6.0,37,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,77,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,4.576576576576577,6.0,66,50.0,B12,Regular,D,393.0,Centre,True,2607.0,0.0
1.0,5.945945945945946,6.0,39,90.9090909090909,B12,Regular,D,393.0,Centre,True,26400.0,0.0
1.0,6.45045045045045,6.0,54,90.9090909090909,B12,Regular,D,393.0,Centre,True,171184.0,0.0
1.0,4.864864864864865,6.0,34,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,8.324324324324325,6.0,69,58.18181818181818,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,6.306306306306306,6.0,45,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,28,58.18181818181818,B12,Regular,D,393.0,Centre,True,17568.0,0.0
1.0,7.747747747747748,6.0,29,50.0,B12,Regular,B,393.0,Centre,True,121902.0,0.0
1.0,5.945945945945946,6.0,32,123.63636363636364,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.5068493150684932,6.45045045045045,6.0,78,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.2342342342342345,6.0,70,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,10.27027027027027,6.0,53,140.0,B12,Regular,D,393.0,Centre,True,2816.0,0.0
1.0,5.945945945945946,6.0,34,50.0,B12,Regular,B,393.0,Centre,True,73556.0,0.0
1.0,7.963963963963964,6.0,53,74.54545454545455,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,40,115.45454545454545,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,31,90.9090909090909,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,58,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,4.864864864864865,6.0,55,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.673972602739726,7.027027027027027,6.0,38,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.441441441441441,6.0,47,82.72727272727272,B12,Regular,B,393.0,Centre,True,2426.0,0.0
0.8410958904109589,6.2342342342342345,6.0,42,58.18181818181818,B12,Regular,B,393.0,Centre,True,59886.0,0.0
1.0,9.18918918918919,6.0,74,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.666666666666666,6.0,43,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,48,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.747747747747748,6.0,53,90.9090909090909,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.675675675675675,6.0,51,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.747747747747748,6.0,51,99.0909090909091,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,7.243243243243244,6.0,66,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,9.477477477477478,6.0,46,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.8108108108108105,6.0,26,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,10.342342342342342,6.0,49,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,5.441441441441441,6.0,54,140.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.3315068493150685,12.432432432432432,6.0,21,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.585585585585585,6.0,64,115.45454545454545,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,72,66.36363636363636,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.45045045045045,6.0,38,140.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.018018018018018,6.0,53,131.8181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,73,90.9090909090909,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,5.873873873873874,6.0,47,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.7917808219178082,7.81981981981982,6.0,43,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.1726027397260274,6.2342342342342345,6.0,35,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,6.162162162162162,6.0,42,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.3397260273972602,8.396396396396398,6.0,58,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.315315315315315,6.0,25,140.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.7479452054794521,7.027027027027027,6.0,41,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,59,131.8181818181818,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,6.666666666666666,6.0,66,58.18181818181818,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,57,115.45454545454545,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,5.873873873873874,6.0,53,99.0909090909091,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,58,123.63636363636364,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.153153153153153,6.0,54,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,41,66.36363636363636,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.954954954954955,6.0,70,82.72727272727272,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,28,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.873873873873874,6.0,36,99.0909090909091,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,8.396396396396398,6.0,60,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,7.747747747747748,6.0,57,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.736986301369863,8.9009009009009,6.0,53,58.18181818181818,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,5.441441441441441,6.0,66,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,8.684684684684685,6.0,24,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.9972602739726028,6.45045045045045,6.0,43,58.18181818181818,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,9.117117117117118,6.0,61,140.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,29,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.9753424657534246,8.324324324324325,6.0,35,58.18181818181818,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,5.801801801801802,6.0,74,50.0,B12,Regular,B,393.0,Centre,True,2607.0,0.0
1.0,6.45045045045045,6.0,31,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.441441441441441,6.0,33,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.603603603603604,6.0,45,58.18181818181818,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.3287671232876712,5.945945945945946,6.0,43,90.9090909090909,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.4986301369863014,5.441441441441441,6.0,35,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,9.477477477477478,6.0,75,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.3945205479452054,5.873873873873874,6.0,58,115.45454545454545,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.9041095890410958,6.09009009009009,6.0,60,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.45045045045045,6.0,53,140.0,B12,Regular,D,393.0,Centre,True,57540.0,0.0
1.0,5.441441441441441,6.0,49,140.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.657657657657658,6.0,47,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,7.81981981981982,6.0,66,107.27272727272728,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.873873873873874,6.0,48,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.387387387387387,6.0,39,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.0630136986301369,6.5225225225225225,6.0,61,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,70,123.63636363636364,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,5.873873873873874,6.0,71,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.441441441441441,6.0,41,66.36363636363636,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,7.81981981981982,6.0,57,107.27272727272728,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.81981981981982,6.0,38,74.54545454545455,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,6.954954954954955,6.0,78,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,6.09009009009009,6.0,49,58.18181818181818,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,10.126126126126126,6.0,57,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,7.747747747747748,6.0,37,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.5225225225225225,6.0,40,99.0909090909091,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.675675675675675,6.0,70,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,6.162162162162162,6.0,69,58.18181818181818,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.963963963963964,6.0,40,90.9090909090909,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.0986301369863013,5.72972972972973,6.0,49,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.378378378378379,6.0,48,123.63636363636364,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,30,140.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.45045045045045,6.0,37,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,5.513513513513514,6.0,61,131.8181818181818,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,33,164.54545454545456,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.2547945205479452,9.18918918918919,6.0,42,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,10.486486486486488,6.0,49,82.72727272727272,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,5.441441441441441,6.0,41,74.54545454545455,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,6.738738738738739,6.0,67,140.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,6.306306306306306,6.0,41,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.9643835616438357,6.738738738738739,6.0,46,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.7726027397260274,7.027027027027027,6.0,25,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.2547945205479452,5.72972972972973,6.0,78,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.1205479452054794,7.81981981981982,6.0,38,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,48,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.5225225225225225,6.0,52,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,6.45045045045045,6.0,60,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.9095890410958904,8.972972972972972,6.0,54,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,7.747747747747748,6.0,34,74.54545454545455,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,46,164.54545454545456,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.81981981981982,6.0,34,58.18181818181818,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.6904109589041096,7.243243243243244,6.0,21,140.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.387387387387387,6.0,47,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.6356164383561644,5.801801801801802,6.0,36,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,6.306306306306306,6.0,37,50.0,B12,Regular,B,393.0,Centre,True,24948.0,0.0
1.0,6.5225225225225225,6.0,59,90.9090909090909,B12,Regular,C,393.0,Centre,True,21208.0,0.0
1.0,7.387387387387387,6.0,34,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,8.756756756756758,6.0,46,58.18181818181818,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.410958904109589,7.027027027027027,6.0,35,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.7698630136986301,10.99099099099099,6.0,72,90.9090909090909,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,8.612612612612612,6.0,51,123.63636363636364,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,6.45045045045045,6.0,76,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,9.981981981981981,6.0,58,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.084931506849315,5.945945945945946,6.0,26,66.36363636363636,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,9.18918918918919,6.0,26,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,31,58.18181818181818,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,8.036036036036036,6.0,65,90.9090909090909,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,6.45045045045045,6.0,34,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,7.81981981981982,6.0,72,50.0,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.603603603603604,6.0,62,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,8.82882882882883,6.0,52,58.18181818181818,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,6.162162162162162,6.0,73,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,32,58.18181818181818,B12,Regular,B,393.0,Centre,False,0.0,0.0
0.2273972602739726,7.603603603603604,6.0,49,107.27272727272728,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.2712328767123287,7.603603603603604,6.0,51,99.0909090909091,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,8.108108108108109,6.0,60,58.18181818181818,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,41,115.45454545454545,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,5.153153153153153,6.0,45,140.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,6.45045045045045,6.0,65,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
0.8438356164383561,6.45045045045045,6.0,44,66.36363636363636,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,5.945945945945946,6.0,62,115.45454545454545,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,9.693693693693692,6.0,54,82.72727272727272,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,6.666666666666666,6.0,28,99.0909090909091,B12,Regular,D,393.0,Centre,True,121902.0,0.0
1.0,6.162162162162162,6.0,50,123.63636363636364,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,10.198198198198199,6.0,55,131.8181818181818,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,54,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.027027027027027,6.0,32,58.18181818181818,B12,Regular,D,393.0,Centre,False,0.0,0.0
0.273972602739726,7.027027027027027,6.0,66,50.0,B12,Regular,C,393.0,Centre,False,0.0,0.0
1.0,5.72972972972973,6.0,75,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,5.441441441441441,6.0,63,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,8.468468468468469,6.0,28,82.72727272727272,B12,Regular,B,393.0,Centre,False,0.0,0.0
1.0,7.747747747747748,6.0,67,50.0,B12,Regular,D,393.0,Centre,False,0.0,0.0
1.0,7.81981981981982,6.0,68,66.36363636363636,B12,Regular,B,393.0,Centre,False,0.0,0.0
