IDpol,Exposure,predicted_annual_frequency,predicted_claim_count,predicted_claim_severity,pure_premium,final_premium,risk_category
1156923,0.45,2.1867269671237275,0.9840271352056774,4593.269284826704,4519.901615576253,5925.872100249129,High
5051325,0.75,1.201152483937513,0.9008643629531348,4710.043775025658,4243.110584869867,5566.043760330827,High
4144772,0.95,0.8395660220360526,0.7975877209342499,5024.444700989427,4007.4353980223254,5259.666017429024,High
150965,0.78,1.0583467407427956,0.8255104577793806,4745.898062372265,3917.7884820432037,5143.125026656165,High
4048043,0.83,0.47848955910139496,0.3971463340541578,9574.52159781159,3802.48615289323,4993.231998761199,High
1150967,0.78,1.0249884318905356,0.7994909768746178,4736.1697547773565,3786.5249838909676,4972.482479058258,High
4149111,1.0,0.7903984571230667,0.7903984571230667,4772.494321215202,3772.172148117093,4953.823792552221,High
2177585,1.0,1.135522392560719,1.135522392560719,3317.736134825787,3767.3636737025295,4947.572775813289,High
1043504,1.0,0.63464611971827,0.63464611971827,5655.639560557869,3589.3297016331935,4716.1286121231515,High
1156833,1.0,0.9379776438190499,0.9379776438190499,3712.3804677178023,3482.129884069807,4576.768849290749,High
40910,0.6,0.6008554802912071,0.3605132881747242,9473.07100976302,3415.167978842321,4489.718372495017,High
1113889,0.6,1.0036225293617014,0.6021735176170208,5660.130386573578,3408.380625053999,4480.894812570199,High
3006480,0.61,1.2468853728824412,0.7606000774582891,4447.93203328805,3383.0974490480958,4448.026683762525,High
1082145,0.9,0.7323842108518664,0.6591457897666798,5110.604417734045,3368.6333851123895,4429.223400646107,High
2197046,1.0,0.9084132801426704,0.9084132801426704,3704.770700583184,3365.4629042932293,4425.101775581198,High
133091,1.0,0.7113636826147032,0.7113636826147032,4672.595288533053,3323.914591818984,4371.0889693646795,High
3197047,1.0,0.8797807634088579,0.8797807634088579,3697.1765322149963,3252.7047919694232,4278.51622956025,High
129681,1.0,0.6366868164068807,0.6366868164068807,5108.652378020455,3252.611618691284,4278.395104298669,High
3167625,1.0,0.9282236284723876,0.9282236284723876,3501.9375973712417,3250.581223315809,4275.755590310552,High
2098967,1.0,0.6004062172620767,0.6004062172620767,5359.311229818509,3217.7637826254986,4233.092917413148,High
58573,0.94,0.7156013487504621,0.6726652678254343,4701.0699136368785,3162.2464525226424,4160.920388279435,High
4178576,1.0,0.8520507224891194,0.8520507224891194,3689.597930638357,3143.7245824947718,4136.841957243203,High
4159333,1.0,0.8989667041672065,0.8989667041672065,3494.7592033818073,3141.672162922155,4134.1738117988025,High
3026086,0.71,0.9089862948991504,0.6453802693783968,4779.557731159961,3084.632256045614,4060.0219328592984,High
5048044,0.83,0.40516960786005146,0.3362907745238427,9152.70026091179,3077.968659726603,4051.3592576445844,High
2215489,0.49,1.4814584307135663,0.7259146310496475,4234.419026410027,3073.826725266042,4045.974742845855,High
35149,1.0,0.800502448268047,0.800502448268047,3790.9773910703725,3034.6866828806465,3995.0926877448405,High
3159071,1.0,0.8087625933466669,0.8087625933466669,3721.991812447823,3010.2077506503624,3963.270075845471,High
2116335,1.0,0.810932657106451,0.810932657106451,3708.6656654151857,3007.478102374601,3959.7215330869813,High
3127759,0.78,0.8602931822531265,0.6710286821574386,4478.174770304739,3004.983714588279,3956.4788289647627,High
4153596,1.0,0.7832709927790895,0.7832709927790895,3714.362343643102,2909.3522804465983,3832.1579645805778,High
70558,0.3,1.6835394252852902,0.505061827585587,5668.547257232521,2862.966837493124,3771.856888741061,High
1079341,1.0,0.4649775151842082,0.4649775151842082,6069.267924791278,2822.0731186566645,3718.695054253664,High
1035150,0.96,0.775271201382386,0.7442603533270906,3783.206513217332,2815.690616236482,3710.397801107427,High
5044711,0.97,0.6765614870047285,0.6562646423945866,4253.155835552457,2791.1957934672823,3678.5545315074673,High
151709,0.4,1.0638684458083265,0.4255473783233306,6541.245623616852,2783.6099260991114,3668.6929039288448,High
5093572,0.24,3.1175456592822437,0.7482109582277384,3716.800307064625,2780.9507192899755,3665.2359350769684,High
1105107,1.0,0.6716183590587389,0.6716183590587389,4110.921836297715,2760.970577913009,3639.261751286912,High
4133709,1.0,1.0265245441584268,1.0265245441584268,2681.0129548012706,2752.125601310211,3627.7632817032745,High
20969,1.0,0.9694841095863008,0.9694841095863008,2802.917047914131,2717.3835384412946,3582.598599973683,High
160151,1.0,0.6445158408174354,0.6445158408174354,4197.459071621946,2705.3288628431906,3566.927521696148,High
3172695,0.8,0.6280155219373781,0.5024124175499025,5384.534638318418,2705.2570650187463,3566.8341845243704,High
174422,0.74,1.1090221327082346,0.8206763782040936,3293.5589543667897,2702.9460340713986,3563.829844292818,High
38890,1.0,0.502048643682224,0.502048643682224,5365.505823605798,2693.744921410365,3551.8683978334743,High
81459,1.0,0.2716423430113453,0.2716423430113453,9891.939508122588,2687.0696249129146,3543.190512386789,High
1168011,1.0,0.48740174936356756,0.48740174936356756,5505.521889949444,2683.4010003207736,3538.421300417006,High
2106727,1.0,0.6504494436269163,0.6504494436269163,4102.495125147038,2668.4656716340273,3519.0053731242356,High
162676,1.0,0.530335388983121,0.530335388983121,4999.0731722543105,2651.1854153625745,3496.541039971347,High
2267200,0.5,1.0039825163696678,0.5019912581848339,5247.8225235872205,2634.361031346259,3474.669340750137,High
1020970,1.0,0.9389266853415397,0.9389266853415397,2797.1715306596993,2626.3389936140325,3464.2406916982422,High
4006031,0.62,1.0095985738636242,0.6259511157954469,4191.454281350011,2623.6454842166427,3460.7391294816357,High
4154625,1.0,0.7632924431548771,0.7632924431548771,3430.568839732799,2618.52727109064,3454.085452417832,High
2085483,0.96,0.45032176677609675,0.43230889610505285,6056.8269274347485,2618.4201628986752,3453.946211768278,High
1160152,1.0,0.6242011767754103,0.6242011767754103,4188.854973424067,2614.6882037528326,3449.0946648786826,High
3045400,0.61,0.5367028017433741,0.32738870906345824,7986.283367152619,2614.6190017870645,3449.004702323184,High
1085175,0.96,0.6654995894808203,0.6388796059015875,4074.258976698878,2602.9609693743846,3433.8492601867,High
105106,0.91,0.6934762180894074,0.6310633584613607,4119.365856295476,2599.580852004882,3429.455107606347,High
1081460,1.0,0.2630803766663985,0.2630803766663985,9871.66266505082,2597.040732245193,3426.1529519187507,High
137877,1.0,0.7118645048869872,0.7118645048869872,3640.073461667445,2591.2390925421573,3418.6108203048047,High
95801,1.0,0.5260646779334082,0.5260646779334082,4914.495507260547,2585.342496232201,3410.9452451018615,High
1177143,1.0,0.5388852182200419,0.5388852182200419,4796.194224563715,2584.598171329722,3409.977622728639,High
1162677,1.0,0.5136196085872123,0.5136196085872123,4988.82589747722,2562.3588047719977,3381.066446203597,High
4144195,0.88,0.771591418646933,0.6790004484093011,3771.042741154568,2560.5397122145914,3378.701625878969,High
2049245,1.0,0.9093324085761866,0.9093324085761866,2791.4377907671933,2538.344849668921,3349.8483045695975,High
173723,1.0,0.4990349389699732,0.4990349389699732,5075.950933672244,2533.0768643997067,3342.999923719619,High
2199117,1.0,0.6045268159641283,0.6045268159641283,4180.268512207164,2527.084413559701,3335.209737627611,High
4170897,0.97,0.3627895232399962,0.3519058375427963,7153.376796328477,2517.3150527711778,3322.509568602531,High
4021232,0.75,0.8258596920950411,0.6193947690712808,4053.311195382869,2510.599751838209,3313.779677389672,High
2001769,0.8,0.2932209296017884,0.23457674368143075,10691.151385136242,2507.8954781304774,3310.264121569621,High
2094958,1.0,0.7001938708444473,0.7001938708444473,3581.166521071371,2507.510848527506,3309.7641030857576,High
1036143,1.0,0.5615631929399959,0.5615631929399959,4460.628031799523,2504.92452005499,3306.401876071487,High
1097301,1.0,0.5179476168220182,0.5179476168220182,4826.310194297528,2499.775863180216,3299.708622134281,High
3020769,0.87,0.8480559479836435,0.7378086747457698,3379.6072303460023,2493.5035317828056,3291.5545913176475,High
3166235,1.0,0.5018663378855795,0.5018663378855795,4950.798653214606,2484.639189697674,3280.030946606976,High
2137198,0.6,1.4622882526746679,0.8773729516048007,2823.7433782378357,2477.476062339041,3270.718881040754,High
2200725,1.0,0.49743069726330724,0.49743069726330724,4978.599627921855,2476.5082843120103,3269.4607696056137,High
3137518,0.76,0.6857324163823476,0.5211566364505842,4749.139489790988,2475.0455625341147,3267.559231294349,High
4154232,0.84,0.43546304177090317,0.36578895508755865,6766.193803481996,2474.9989612955933,3267.498649684271,High
79091,0.66,0.8791297527467056,0.5802256368128257,4229.790433295671,2454.2328477437786,3240.502702066912,High
3049246,1.0,0.8806709215919072,0.8806709215919072,2785.715804094968,2453.298904485456,3239.288575831093,High
3199118,1.0,0.5854725764979102,0.5854725764979102,4171.699651818332,2442.415743525514,3225.140466583168,High
82144,0.63,0.7562196981061502,0.4764184098068746,5121.101831117826,2439.7871908402285,3221.7233480922973,High
3094959,1.0,0.6781242763524801,0.6781242763524801,3573.82572086713,2423.497980772903,3200.5473750047736,High
4131225,0.91,0.556000134023065,0.5059601219609892,4773.269123295043,2415.0838277749835,3189.6089761074786,High
2011660,0.87,0.6796795558090261,0.5913212135538527,4068.6418366929706,2405.8742283892634,3177.6364969060423,High
4158394,1.0,0.4860478809874274,0.4860478809874274,4940.650333232601,2401.392625167533,3171.810412717793,High
2256292,1.0,0.7602403668803803,0.7602403668803803,3152.2434791485994,2396.462739084218,3165.4015608094833,High
3200726,1.0,0.48175204848676506,0.48175204848676506,4968.394320530969,2393.5341416058036,3161.5943840875448,High
3169135,0.95,0.4366730426127604,0.41483939048212237,5760.618033168225,2389.731273679829,3156.650655783778,High
1079093,0.66,0.8514202312029884,0.5619373525939724,4221.120061143479,2372.005032140273,3133.606541782355,High
4115604,1.0,0.852912823542634,0.852912823542634,2780.0055465508563,2371.1023801728743,3132.4330942247366,High
4179237,1.0,0.5670189126092319,0.5670189126092319,4163.148356178793,2360.58385395141,3118.7590101368332,High
40610,0.68,0.6157665478999602,0.41872125257197296,5634.956387485799,2359.4759967564933,3117.318795783441,High
3149787,0.6,0.81612202143728,0.489673212862368,4782.297241117915,2341.762854921048,3094.2917113973626,High
2059015,0.96,0.5438631351904855,0.522108609782866,4451.4844806761,2324.158373675802,3071.4058857785426,High
2006872,0.49,1.049286449187392,0.514150360101822,4520.030820536136,2323.9754740499884,3071.168116264985,High
56277,0.87,1.0393067149589785,0.9041968420143113,2567.2616443416277,2321.3098714381676,3067.702832869618,High
3155569,1.0,0.36501419792922724,0.36501419792922724,6358.5115100406,2320.946978861229,3067.231072519598,High
160639,0.81,0.9642992340714471,0.7810823795978722,2959.876269425804,2311.9071998383797,3055.479359789894,High
79340,0.79,0.48011023578697853,0.37928708627171304,6081.734476520917,2306.723349077841,3048.740353801193,High
3138111,0.76,0.796702906786856,0.6054942091580106,3778.788634067829,2288.034635560179,3024.445026228233,High
3153645,0.7,0.6549922365220548,0.4584945655654384,4976.540118572798,2281.7165996840104,3016.2315795892137,High
6017320,0.7,0.6254231089737705,0.4377961762816393,5206.563335693405,2279.4135199347497,3013.2375759151746,High
4024148,0.66,0.764899393727368,0.5048335998600629,4497.018196550149,2270.2458848006195,3001.3196502408055,High
79873,1.0,0.42812775508406237,0.42812775508406237,5295.977463644738,2267.3549424860084,2997.561425231811,High
2191121,0.73,0.7754034489724752,0.5660445177499068,4001.424146167271,2264.9842011300857,2994.4794614691114,High
4132346,1.0,0.7808850899391174,0.7808850899391174,2890.8386401683915,2257.4127915273702,2984.6366289855814,High
2280875,0.55,0.9999152955750727,0.54995341256629,4100.087894525626,2254.8573294161033,2981.3145282409346,High
2112749,1.0,0.41798679454029203,0.41798679454029203,5386.447776731036,2251.4640401544884,2976.903252200835,High
5021229,0.87,0.6686956038493981,0.5817651753489763,3819.5881673516624,2222.103379940215,2938.734393922279,High
4043036,0.96,0.42248481006527266,0.40558541766266176,5469.693778974854,2218.4280358323786,2933.956446582092,High
1035834,1.0,0.5825947626919621,0.5825947626919621,3803.231709104614,2215.742875028348,2930.4657375368524,High
1113888,0.39,1.0036225293617014,0.39141278645106353,5660.130386573578,2215.4474062850995,2930.0816281706293,High
2261233,0.32,1.2280499667624536,0.39297598936398515,5597.501071719232,2199.6835216248323,2909.588578112282,High
2006481,0.38,1.287465330741341,0.4892368256817096,4457.068287523334,2180.5619408345297,2884.730523084889,High
4075445,0.87,0.6712837579266066,0.5840168693961477,3717.1598990590223,2170.8840872933506,2872.149313481356,High
2220894,0.41,1.0039825163696678,0.4116328317115638,5247.8225235872205,2160.1760457039322,2858.228859415112,High
6051326,0.5,0.9725688191952166,0.4862844095976083,4438.452071306362,2158.350045022496,2855.855058529245,High
40634,1.0,0.4849077191774282,0.4849077191774282,4449.19580984028,2157.449392323421,2854.684210020447,High
1084577,1.0,0.5592785326884876,0.5592785326884876,3848.302198089531,2152.272806689394,2847.9546486962126,High
4152149,1.0,0.5072125473058494,0.5072125473058494,4224.126124723283,2142.5297718620827,2835.288703420708,High
2115908,0.39,0.9719890872990017,0.37907574404661065,5648.528053631686,2141.219974698585,2833.5859671081603,High
3149197,1.0,0.507535109713987,0.507535109713987,4215.01760818109,2139.2694242145762,2831.050251478949,High
50568,1.0,0.4906682636961657,0.4906682636961657,4353.991269174699,2136.3653361942143,2827.2749370524784,High
102276,0.75,0.7773018624693605,0.5829763968520204,3655.882842666403,2131.2934069307817,2820.6814290100165,High
3177586,0.58,1.0997315640718326,0.6378443071616628,3310.935323427359,2111.8612474286,2795.4196216571804,High
2258773,1.0,0.6484093954407205,0.6484093954407205,3244.0939270472163,2103.5009819895986,2784.5512765864783,High
1092316,0.81,0.7229817215882914,0.5856151944865161,3588.52239961235,2101.493242968206,2781.9412158586674,High
44684,1.0,0.5253066573532325,0.5253066573532325,3999.3586894508294,2100.88974471202,2781.156668125626,High
1112083,0.85,0.6194503378470818,0.5265327871700195,3980.9635091530804,2096.107812096513,2774.940155725467,High
4085759,0.55,0.893287500590223,0.4913081253246227,4261.225158323711,2093.574544122141,2771.6469073587837,High
3060410,0.66,0.6188776865581193,0.4084592731283587,5106.151112960217,2085.65477208329,2761.3512037082774,High
177163,1.0,0.5950471080650881,0.5950471080650881,3500.7391473380644,2083.1047057137575,2758.036117427885,High
31966,1.0,0.5179021583925871,0.5179021583925871,4018.9130592783367,2081.403747792406,2755.8248721301284,High
3008516,0.78,0.7207104164705708,0.5621541248470452,3697.458801564679,2078.5417167515966,2752.1042317770757,High
1103970,1.0,0.45073518760289427,0.45073518760289427,4611.436634110171,2078.5367563945074,2752.0977833128595,High
4042178,0.91,0.5351565566322197,0.48699246653531997,4258.89231610553,2074.0484737285537,2746.26301584712,High
4163610,0.78,0.46666777657657665,0.3640008657297298,5690.873650521778,2071.482935548435,2742.9278162129654,High
1050569,1.0,0.4752027618390984,0.4752027618390984,4345.066305811507,2064.7875088956366,2734.2237615643276,High
2011117,0.87,0.6380950684902994,0.5551427095865604,3709.1666231028526,2059.11680945735,2726.851852294555,High
160750,1.0,0.41702795826699735,0.41702795826699735,4928.356024808263,2055.262250638645,2721.8409258302386,High
161588,1.0,0.44242217373390347,0.44242217373390347,4642.5218218148975,2053.9545960144287,2720.1409748187575,High
5091640,0.78,0.3186145666228639,0.24851936196583385,8253.432120580928,2051.1376846350913,2716.4789900256187,High
2003435,0.63,1.0078466397517747,0.6349433830436181,3229.709237826804,2050.6825097129763,2715.8872626268694,High
3145627,0.95,0.4299143356131449,0.40841861883248765,5015.56282220505,2048.44924051256,2712.9840126663285,High
32238,0.91,0.4862429875067258,0.4424811186311205,4609.757117714358,2039.730486064019,2701.6496318832246,High
3001770,0.8,0.2482900761434191,0.1986320609147353,10220.135081689072,2030.0464941028868,2689.0604423337527,High
4179761,0.87,0.4665675791583563,0.40591379386777,4958.209932335575,2012.6058044271924,2666.3875457553504,High
2063458,0.58,0.6146425420074416,0.3564926743643161,5644.046433067992,2012.0612071607875,2665.679569309024,High
2097443,0.76,0.7472673789569614,0.5679232080072907,3537.6013377947934,2009.0859004113022,2661.811670534693,High
89044,0.39,1.018190289008253,0.3970942127132187,5052.205381201271,2006.2015183136057,2658.0619738076875,High
1109129,0.41,0.7849182180989122,0.321816469420554,6229.209102438207,2004.6620806290418,2656.0607048177544,High
1120598,1.0,0.5316469114718635,0.5316469114718635,3768.9522615353485,2003.7518293301632,2654.877378129212,High
3128847,0.89,0.47771243207792463,0.4251640645493529,4697.396888886504,1997.164354080471,2646.3136603046123,High
164441,0.95,0.3874375762940139,0.36806569747931317,5425.234449414536,1996.8427016125588,2645.8955120963265,High
5057901,0.5,0.9891130685923782,0.4945565342961891,4016.4217690805895,1986.347630388265,2632.251919504745,High
44380,0.69,0.7979330839974105,0.5505738279582132,3606.9159242673445,1985.8735075473085,2631.635559811501,High
1161589,1.0,0.42847735305618717,0.42847735305618717,4633.005418448207,1985.1378983916604,2630.6792679091586,High
45352,1.0,0.5641932505706007,0.5641932505706007,3497.5500752601083,1973.2941459944495,2615.2823897927847,High
1047242,1.0,0.4561217142078343,0.4561217142078343,4318.650784576379,1969.8303989259866,2610.779518603783,High
4042590,1.0,0.5804450312045715,0.5804450312045715,3392.7225464796957,1969.2889443598601,2610.075627667818,High
4078921,0.96,0.46732561587715643,0.44863259124207017,4372.827698428714,1961.7930214011717,2600.3309278215233,High
4141223,1.0,0.6605643167483558,0.6605643167483558,2956.2702111251056,1952.806612135373,2588.648595775985,High
3162563,1.0,0.38119152786208177,0.38119152786208177,5117.792064773193,1950.8589764513315,2586.1166693867312,High
2264037,1.0,0.6357876347796293,0.6357876347796293,3053.74517359521,1941.533421139807,2573.993447481749,High
3129592,0.96,0.6820624213213322,0.6547799244684789,2962.3425242888165,1939.6824143035944,2571.587138594673,High
3146671,0.75,0.5870111815449112,0.4402583861586834,4402.685619255323,1938.3192654973923,2569.81504514661,High
1108934,0.96,0.5148325263841932,0.49423922532882547,3914.4934030839972,1934.6961870950324,2565.1050432235425,High
6087468,0.69,0.7677550946139331,0.5297510152836138,3644.652970738997,1930.7586116054226,2559.9861950870495,High
4182847,0.86,0.6877549270143474,0.5914692372323387,3256.485436695707,1926.1109573006293,2553.944244490818,High
3034287,0.53,0.4409823985866163,0.23372067125090665,8229.998568812429,1923.520789896842,2550.577026865895,High
1044383,0.69,0.7727828215789325,0.5332201468894634,3599.522342037155,1919.337831952957,2545.1391815388442,High
2231739,0.69,1.0755030004757822,0.7420970703282896,2585.929167241792,1919.0104590866076,2544.71359681259,High
2019366,0.78,0.28387290718413055,0.22142086760362184,8659.82758222984,1917.4665365551061,2542.706497521638,High
3171686,0.85,0.59289409470111,0.5039599804959435,3804.6476090941255,1917.3901348730135,2542.6071753349174,High
54843,1.0,0.4676401201802358,0.4676401201802358,4099.677362321389,1917.1736144161666,2542.325698741017,High
3107038,0.67,1.0599328458748694,0.7101550067361625,2686.519877069828,1907.8455413973581,2530.199203816566,High
1045353,1.0,0.5464102953439559,0.5464102953439559,3490.3806749667215,1907.1799354714024,2529.3339161128233,High
3105074,1.0,0.5075089953113368,0.5075089953113368,3754.445014212272,1905.4146171145276,2527.039002248886,High
30456,0.52,0.587493803869101,0.30549677801193253,6221.653324037238,1900.6950444006063,2520.9035577207883,High
2060409,0.58,0.6390190972976529,0.37063107643263865,5116.63937905391,1896.3855607763783,2515.301229009292,High
149578,1.0,0.6947183077593192,0.6947183077593192,2716.428902978589,1887.1528906257893,2503.298757813526,High
65722,1.0,0.4460439126888635,0.4460439126888635,4226.299469928529,1885.115151761791,2500.6496972903283,High
169572,1.0,0.5101711969543388,0.5101711969543388,3694.5837572005753,1884.8702176590757,2500.3312829567985,High
2110436,0.66,0.5554298516318648,0.3665837020770308,5140.150642269884,1884.2954516769216,2499.5840871799983,High
6057897,0.49,0.9579369540339737,0.46938910747664714,4008.1887674680333,1881.4001481597425,2495.8201926076654,High
3127800,1.0,0.4773844633478086,0.4773844633478086,3935.103639910289,1878.5573393565817,2492.1245411635564,High
2105073,0.95,0.5240259054384784,0.49782461016655444,3762.156814641213,1872.8942496342079,2484.7625245244703,High
3098969,0.68,0.5740951911140314,0.39038472995754137,4783.073634676388,1867.2389092401775,2477.410582012231,High
1133092,0.58,0.6889420238922628,0.3995863738575124,4663.0172395239915,1863.278149976459,2472.261594969397,High
3085627,1.0,0.5968830017548543,0.5968830017548543,3109.575644634246,1856.052844953075,2462.8686984389974,High
1192287,0.97,0.44899773845061725,0.4355278062970987,4257.390793136419,1854.2120726841697,2460.4756944894207,High
1180612,1.0,0.5248077006157447,0.5248077006157447,3532.5722098919914,1853.9210987324957,2460.0974283522446,High
45023,0.87,0.4799724243885886,0.4175760092180721,4429.113304203854,1849.491457944114,2454.3388953273484,High
35249,1.0,0.5752614023818494,0.5752614023818494,3206.640961084079,1844.6567762083089,2448.0538090708014,High
3042967,0.73,0.551893388743721,0.4028821737829163,4574.358609875815,1842.9275404093676,2445.805802532178,High
4133129,1.0,0.49151268601197273,0.49151268601197273,3746.7490217011723,1841.5746754690742,2444.0470781097965,High
98997,1.0,0.43143666459930524,0.43143666459930524,4252.785499255141,1834.8075910549292,2435.249868371408,High
2089617,0.7,0.6445235331541644,0.4511664732079151,4065.9074183582284,1834.4011103305809,2434.7214434297553,High
1177164,0.91,0.5762916620015912,0.524425412421448,3493.5632099733625,1832.1133272106786,2431.747325373882,High
1099093,0.93,0.45527096052440286,0.4234019932876947,4326.062615808213,1831.663534620576,2431.1625950067487,High
1186928,0.86,0.24957489505437425,0.21463440974676185,8519.347856165235,1828.5451985353664,2427.1087580959766,High
1113638,0.77,0.6492437283458884,0.4999176708263341,3642.71633180792,1821.058264078463,2417.375743302002,High
1001225,0.8,0.23144659471631754,0.18515727577305405,9830.197193142825,1820.132532594248,2416.1722923725224,High
1037905,1.0,0.5079130296748874,0.5079130296748874,3580.919542483159,1818.795693844633,2414.434401998023,High
4140679,1.0,0.46233765708235935,0.46233765708235935,3927.0373270388764,1815.617237058125,2410.3024081755625,High
1059138,1.0,0.4758876329584265,0.4758876329584265,3801.8730245480792,1809.2643544606792,2402.043660798883,High
3159197,0.95,0.43528655092903534,0.41352222338258354,4364.175122332515,1804.6833998179,2396.08841976327,High
4151783,0.8,0.35350921956888637,0.2828073756551091,6345.477611081427,1794.5478704681896,2382.9122316086464,High
4127014,1.0,0.5780696896760286,0.5780696896760286,3103.2015278784565,1793.866744222877,2382.0267674897405,High
2057857,1.0,0.6309377873298236,0.6309377873298236,2842.9521640834373,1793.7259478913377,2381.8437322587392,High
4018813,0.87,0.6566054835420859,0.5712467706816148,3139.4043505864684,1793.374597136332,2381.386976277232,High
6093570,0.16,3.0192829189535213,0.48308526703256344,3709.1814799889544,1791.850925732703,2379.406203452514,High
2085626,0.93,0.6163085941827392,0.5731669925899475,3115.9628541151037,1785.9670581151433,2371.7571755496865,High
2276380,0.5,0.9068957278158003,0.45344786390790015,3928.5576725139854,1781.3960848404586,2365.8149102925963,High
1064165,0.28,1.0483543804798814,0.2935392265343668,6057.1820709284775,1778.0205400781795,2361.4267021016335,High
3050774,1.0,0.39876125358382714,0.39876125358382714,4457.097468302377,1777.317773805558,2360.5131059472255,High
2008338,0.68,0.6182516634081988,0.4204111311175752,4202.788685809489,1766.8991452493146,2346.968888824109,High
4165811,0.86,0.348281812141678,0.2995223584418431,5881.429649686636,1761.6196796839245,2340.105583589102,High
3040591,0.8,0.25290935950215715,0.20232748760172573,8705.890072517528,1761.4408657092772,2339.8731254220606,High
34391,0.8,0.5102277077210183,0.4081821661768147,4310.5315755796,1759.482115893639,2337.326750661731,High
3027679,0.63,0.3274242560607748,0.20627728131828812,8522.893030532505,1758.0792033048308,2335.50296429628,High
1087171,1.0,0.2696615769125714,0.2696615769125714,6513.837620164001,1756.531724405856,2333.4912417276128,High
4051324,0.75,0.6196594806924551,0.46474461051934135,3779.373545631419,1756.4434864715759,2333.3765324130486,High
4151985,1.0,0.27914229731654255,0.27914229731654255,6279.957736815296,1753.001829705417,2328.9023786170424,High
3165979,1.0,0.29832663273864196,0.29832663273864196,5872.761708126932,1752.0012252619429,2327.601592840526,High
1010868,0.94,0.500104146729533,0.47009789792576095,3721.9080236407444,1749.6611381865373,2324.5594796424984,High
2255779,0.49,0.9068957278158003,0.44437890662974217,3928.5576725139854,1745.7681631436494,2319.4986120867443,High
4163803,1.0,0.45409392828662554,0.45409392828662554,3841.9033858474827,1744.5850005771706,2317.960500750322,High
5043037,0.93,0.35774658310715857,0.33270432228965746,5228.717400290091,1739.6168791076543,2311.5019428399505,High
5050265,0.78,0.6538207333725691,0.5099801720306039,3408.945750738437,1738.494740404584,2310.0431625259594,High
1103280,1.0,0.17359060404737117,0.17359060404737117,10006.552845239969,1737.0435528371468,2308.156618688291,High
1051199,1.0,0.504752263983715,0.504752263983715,3438.603165383449,1735.6427326688645,2306.335552469524,High
5050772,0.76,0.6442075131513026,0.48959770999499,3544.4048309704253,1735.3324885383,2305.93223509979,High
1009884,0.51,0.32273171446184706,0.164593174375542,10529.203399981387,1733.035011248686,2302.9455146232917,High
1004801,0.63,0.7108195761118509,0.4478163329504661,3868.2495766647767,1732.265340359213,2301.944942466977,High
2101115,0.91,0.4409211555616369,0.4012382515610896,4317.194901574078,1732.2237339560336,2301.8908541428436,High
5055853,0.56,0.9001273501444476,0.5040713160808907,3430.8374963801307,1729.3867720600006,2298.2028036780007,High
